# @generated by scripts/rpctrace/decode_rpctrace.py --extract-names
# source: open-gpu-kernel-modules rpc_global_enums.h
# Identifier names only. Regenerate from any checkout.
134	CTRL_DBG_EXEC_REG_OPS
135	CTRL_DBG_SET_MODE_MMU_DEBUG
136	CTRL_DBG_READ_SINGLE_SM_ERROR_STATE
137	CTRL_DBG_CLEAR_SINGLE_SM_ERROR_STATE
138	CTRL_DBG_SET_MODE_ERRBAR_DEBUG
139	CTRL_DBG_SET_NEXT_STOP_TRIGGER_TYPE
140	CTRL_ALLOC_PMA_STREAM
141	CTRL_PMA_STREAM_UPDATE_GET_PUT
142	CTRL_FB_GET_INFO_V2
143	CTRL_FIFO_SET_CHANNEL_PROPERTIES
144	CTRL_GR_GET_CTX_BUFFER_INFO
145	CTRL_KGR_GET_CTX_BUFFER_PTES
146	CTRL_GPU_EVICT_CTX
147	CTRL_FB_GET_FS_INFO
148	CTRL_GRMGR_GET_GR_FS_INFO
149	CTRL_STOP_CHANNEL
150	CTRL_GR_PC_SAMPLING_MODE
151	CTRL_PERF_RATED_TDP_GET_STATUS
152	CTRL_PERF_RATED_TDP_SET_CONTROL
153	CTRL_FREE_PMA_STREAM
154	CTRL_TIMER_SET_GR_TICK_FREQ
155	CTRL_FIFO_SETUP_VF_ZOMBIE_SUBCTX_PDB
156	GET_CONSOLIDATED_GR_STATIC_INFO
157	CTRL_DBG_SET_SINGLE_SM_SINGLE_STEP
158	CTRL_GR_GET_TPC_PARTITION_MODE
159	CTRL_GR_SET_TPC_PARTITION_MODE
167	CTRL_INTERNAL_QUIESCE_PMA_CHANNEL
168	DCE_RM_INIT
169	REGISTER_VIRTUAL_EVENT_BUFFER
170	CTRL_EVENT_BUFFER_UPDATE_GET
171	GET_PLCABLE_ADDRESS_KIND
172	CTRL_PERF_LIMITS_SET_STATUS_V2
173	CTRL_INTERNAL_SRIOV_PROMOTE_PMA_STREAM
174	CTRL_GET_MMU_DEBUG_MODE
175	CTRL_INTERNAL_PROMOTE_FAULT_METHOD_BUFFERS
176	CTRL_FLCN_GET_CTX_BUFFER_SIZE
177	CTRL_FLCN_GET_CTX_BUFFER_INFO
178	DISABLE_CHANNELS
179	CTRL_FABRIC_MEMORY_DESCRIBE
180	CTRL_FABRIC_MEM_STATS
181	SAVE_HIBERNATION_DATA
182	RESTORE_HIBERNATION_DATA
183	CTRL_INTERNAL_MEMSYS_SET_ZBC_REFERENCED
184	CTRL_EXEC_PARTITIONS_CREATE
185	CTRL_EXEC_PARTITIONS_DELETE
186	CTRL_GPFIFO_GET_WORK_SUBMIT_TOKEN
187	CTRL_GPFIFO_SET_WORK_SUBMIT_TOKEN_NOTIF_INDEX
188	PMA_SCRUBBER_SHARED_BUFFER_GUEST_PAGES_OPERATION
