# tag	field	nvkvm-pv	driver-matrix	verdict
535.309.01	vaspace_alloc_size	48	48	agree
535.309.01	mem_alloc_size	120	120	agree
535.309.01	nv00de_alloc_size	4	4	agree
535.309.01	nvos46_size	56	56	agree
535.309.01	nvos46_status_off	48	48	agree
545.23.06	uvm_map_ext_size	1200	1200	agree
545.23.06	uvm_map_ext_fd_off	1184	1184	agree
545.23.06	uvm_sem_pool_size	1184	1184	agree
545.23.06	uvm_register_gpu_size	40	40	agree
545.23.06	uvm_register_gpu_fd_off	24	24	agree
545.23.06	uvm_register_gpu_status_off	36	36	agree
545.23.06	uvm_register_gpu_hclient_off	28	28	agree
545.23.06	uvm_register_gpu_hsmcpart_off	32	32	agree
545.23.06	chan_alloc_size	360	360	agree
545.23.06	vaspace_alloc_size	48	48	agree
545.23.06	mem_alloc_size	128	128	agree
545.23.06	nv00de_alloc_size	8	8	agree
545.23.06	nvos46_size	56	56	agree
545.23.06	nvos46_status_off	48	48	agree
545.23.08	uvm_map_ext_size	1200	1200	agree
545.23.08	uvm_map_ext_fd_off	1184	1184	agree
545.23.08	uvm_sem_pool_size	1184	1184	agree
545.23.08	uvm_register_gpu_size	40	40	agree
545.23.08	uvm_register_gpu_fd_off	24	24	agree
545.23.08	uvm_register_gpu_status_off	36	36	agree
545.23.08	uvm_register_gpu_hclient_off	28	28	agree
545.23.08	uvm_register_gpu_hsmcpart_off	32	32	agree
545.23.08	chan_alloc_size	360	360	agree
545.23.08	vaspace_alloc_size	48	48	agree
545.23.08	mem_alloc_size	128	128	agree
545.23.08	nv00de_alloc_size	8	8	agree
545.23.08	nvos46_size	56	56	agree
545.23.08	nvos46_status_off	48	48	agree
545.29.02	uvm_map_ext_size	1200	1200	agree
545.29.02	uvm_map_ext_fd_off	1184	1184	agree
545.29.02	uvm_sem_pool_size	1184	1184	agree
545.29.02	uvm_register_gpu_size	40	40	agree
545.29.02	uvm_register_gpu_fd_off	24	24	agree
545.29.02	uvm_register_gpu_status_off	36	36	agree
545.29.02	uvm_register_gpu_hclient_off	28	28	agree
545.29.02	uvm_register_gpu_hsmcpart_off	32	32	agree
545.29.02	chan_alloc_size	360	360	agree
545.29.02	vaspace_alloc_size	48	48	agree
545.29.02	mem_alloc_size	128	128	agree
545.29.02	nv00de_alloc_size	8	8	agree
545.29.02	nvos46_size	56	56	agree
545.29.02	nvos46_status_off	48	48	agree
545.29.03	uvm_map_ext_size	1200	1200	agree
545.29.03	uvm_map_ext_fd_off	1184	1184	agree
545.29.03	uvm_sem_pool_size	1184	1184	agree
545.29.03	uvm_register_gpu_size	40	40	agree
545.29.03	uvm_register_gpu_fd_off	24	24	agree
545.29.03	uvm_register_gpu_status_off	36	36	agree
545.29.03	uvm_register_gpu_hclient_off	28	28	agree
545.29.03	uvm_register_gpu_hsmcpart_off	32	32	agree
545.29.03	chan_alloc_size	360	360	agree
545.29.03	vaspace_alloc_size	48	48	agree
545.29.03	mem_alloc_size	128	128	agree
545.29.03	nv00de_alloc_size	8	8	agree
545.29.03	nvos46_size	56	56	agree
545.29.03	nvos46_status_off	48	48	agree
545.29.06	uvm_map_ext_size	1200	1200	agree
545.29.06	uvm_map_ext_fd_off	1184	1184	agree
545.29.06	uvm_sem_pool_size	1184	1184	agree
545.29.06	uvm_register_gpu_size	40	40	agree
545.29.06	uvm_register_gpu_fd_off	24	24	agree
545.29.06	uvm_register_gpu_status_off	36	36	agree
545.29.06	uvm_register_gpu_hclient_off	28	28	agree
545.29.06	uvm_register_gpu_hsmcpart_off	32	32	agree
545.29.06	chan_alloc_size	360	360	agree
545.29.06	vaspace_alloc_size	48	48	agree
545.29.06	mem_alloc_size	128	128	agree
545.29.06	nv00de_alloc_size	8	8	agree
545.29.06	nvos46_size	56	56	agree
545.29.06	nvos46_status_off	48	48	agree
550.40.07	uvm_map_ext_size	1200	1200	agree
550.40.07	uvm_map_ext_fd_off	1184	1184	agree
550.40.07	uvm_sem_pool_size	1184	1184	agree
550.40.07	uvm_register_gpu_size	40	40	agree
550.40.07	uvm_register_gpu_fd_off	24	24	agree
550.40.07	uvm_register_gpu_status_off	36	36	agree
550.40.07	uvm_register_gpu_hclient_off	28	28	agree
550.40.07	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.07	chan_alloc_size	360	360	agree
550.40.07	vaspace_alloc_size	48	48	agree
550.40.07	mem_alloc_size	128	128	agree
550.40.07	nv00de_alloc_size	8	8	agree
550.40.07	nvos46_size	56	56	agree
550.40.07	nvos46_status_off	48	48	agree
550.40.53	uvm_map_ext_size	9264	9264	agree
550.40.53	uvm_map_ext_fd_off	9248	9248	agree
550.40.53	uvm_sem_pool_size	9248	9248	agree
550.40.53	uvm_register_gpu_size	40	40	agree
550.40.53	uvm_register_gpu_fd_off	24	24	agree
550.40.53	uvm_register_gpu_status_off	36	36	agree
550.40.53	uvm_register_gpu_hclient_off	28	28	agree
550.40.53	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.53	chan_alloc_size	360	360	agree
550.40.53	vaspace_alloc_size	48	48	agree
550.40.53	mem_alloc_size	128	128	agree
550.40.53	nv00de_alloc_size	8	8	agree
550.40.53	nvos46_size	56	56	agree
550.40.53	nvos46_status_off	48	48	agree
550.40.55	uvm_map_ext_size	9264	9264	agree
550.40.55	uvm_map_ext_fd_off	9248	9248	agree
550.40.55	uvm_sem_pool_size	9248	9248	agree
550.40.55	uvm_register_gpu_size	40	40	agree
550.40.55	uvm_register_gpu_fd_off	24	24	agree
550.40.55	uvm_register_gpu_status_off	36	36	agree
550.40.55	uvm_register_gpu_hclient_off	28	28	agree
550.40.55	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.55	chan_alloc_size	360	360	agree
550.40.55	vaspace_alloc_size	48	48	agree
550.40.55	mem_alloc_size	128	128	agree
550.40.55	nv00de_alloc_size	8	8	agree
550.40.55	nvos46_size	56	56	agree
550.40.55	nvos46_status_off	48	48	agree
550.40.59	uvm_map_ext_size	9264	9264	agree
550.40.59	uvm_map_ext_fd_off	9248	9248	agree
550.40.59	uvm_sem_pool_size	9248	9248	agree
550.40.59	uvm_register_gpu_size	40	40	agree
550.40.59	uvm_register_gpu_fd_off	24	24	agree
550.40.59	uvm_register_gpu_status_off	36	36	agree
550.40.59	uvm_register_gpu_hclient_off	28	28	agree
550.40.59	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.59	chan_alloc_size	360	360	agree
550.40.59	vaspace_alloc_size	48	48	agree
550.40.59	mem_alloc_size	128	128	agree
550.40.59	nv00de_alloc_size	8	8	agree
550.40.59	nvos46_size	56	56	agree
550.40.59	nvos46_status_off	48	48	agree
550.40.61	uvm_map_ext_size	9264	9264	agree
550.40.61	uvm_map_ext_fd_off	9248	9248	agree
550.40.61	uvm_sem_pool_size	9248	9248	agree
550.40.61	uvm_register_gpu_size	40	40	agree
550.40.61	uvm_register_gpu_fd_off	24	24	agree
550.40.61	uvm_register_gpu_status_off	36	36	agree
550.40.61	uvm_register_gpu_hclient_off	28	28	agree
550.40.61	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.61	chan_alloc_size	360	360	agree
550.40.61	vaspace_alloc_size	48	48	agree
550.40.61	mem_alloc_size	128	128	agree
550.40.61	nv00de_alloc_size	8	8	agree
550.40.61	nvos46_size	56	56	agree
550.40.61	nvos46_status_off	48	48	agree
550.40.63	uvm_map_ext_size	9264	9264	agree
550.40.63	uvm_map_ext_fd_off	9248	9248	agree
550.40.63	uvm_sem_pool_size	9248	9248	agree
550.40.63	uvm_register_gpu_size	40	40	agree
550.40.63	uvm_register_gpu_fd_off	24	24	agree
550.40.63	uvm_register_gpu_status_off	36	36	agree
550.40.63	uvm_register_gpu_hclient_off	28	28	agree
550.40.63	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.63	chan_alloc_size	360	360	agree
550.40.63	vaspace_alloc_size	48	48	agree
550.40.63	mem_alloc_size	128	128	agree
550.40.63	nv00de_alloc_size	8	8	agree
550.40.63	nvos46_size	56	56	agree
550.40.63	nvos46_status_off	48	48	agree
550.40.65	uvm_map_ext_size	9264	9264	agree
550.40.65	uvm_map_ext_fd_off	9248	9248	agree
550.40.65	uvm_sem_pool_size	9248	9248	agree
550.40.65	uvm_register_gpu_size	40	40	agree
550.40.65	uvm_register_gpu_fd_off	24	24	agree
550.40.65	uvm_register_gpu_status_off	36	36	agree
550.40.65	uvm_register_gpu_hclient_off	28	28	agree
550.40.65	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.65	chan_alloc_size	360	360	agree
550.40.65	vaspace_alloc_size	48	48	agree
550.40.65	mem_alloc_size	128	128	agree
550.40.65	nv00de_alloc_size	8	8	agree
550.40.65	nvos46_size	56	56	agree
550.40.65	nvos46_status_off	48	48	agree
550.40.67	uvm_map_ext_size	9264	9264	agree
550.40.67	uvm_map_ext_fd_off	9248	9248	agree
550.40.67	uvm_sem_pool_size	9248	9248	agree
550.40.67	uvm_register_gpu_size	40	40	agree
550.40.67	uvm_register_gpu_fd_off	24	24	agree
550.40.67	uvm_register_gpu_status_off	36	36	agree
550.40.67	uvm_register_gpu_hclient_off	28	28	agree
550.40.67	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.67	chan_alloc_size	360	360	agree
550.40.67	vaspace_alloc_size	48	48	agree
550.40.67	mem_alloc_size	128	128	agree
550.40.67	nv00de_alloc_size	8	8	agree
550.40.67	nvos46_size	56	56	agree
550.40.67	nvos46_status_off	48	48	agree
550.40.70	uvm_map_ext_size	9264	9264	agree
550.40.70	uvm_map_ext_fd_off	9248	9248	agree
550.40.70	uvm_sem_pool_size	9248	9248	agree
550.40.70	uvm_register_gpu_size	40	40	agree
550.40.70	uvm_register_gpu_fd_off	24	24	agree
550.40.70	uvm_register_gpu_status_off	36	36	agree
550.40.70	uvm_register_gpu_hclient_off	28	28	agree
550.40.70	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.70	chan_alloc_size	360	360	agree
550.40.70	vaspace_alloc_size	48	48	agree
550.40.70	mem_alloc_size	128	128	agree
550.40.70	nv00de_alloc_size	8	8	agree
550.40.70	nvos46_size	56	56	agree
550.40.70	nvos46_status_off	48	48	agree
550.40.71	uvm_map_ext_size	9264	9264	agree
550.40.71	uvm_map_ext_fd_off	9248	9248	agree
550.40.71	uvm_sem_pool_size	9248	9248	agree
550.40.71	uvm_register_gpu_size	40	40	agree
550.40.71	uvm_register_gpu_fd_off	24	24	agree
550.40.71	uvm_register_gpu_status_off	36	36	agree
550.40.71	uvm_register_gpu_hclient_off	28	28	agree
550.40.71	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.71	chan_alloc_size	360	360	agree
550.40.71	vaspace_alloc_size	48	48	agree
550.40.71	mem_alloc_size	128	128	agree
550.40.71	nv00de_alloc_size	8	8	agree
550.40.71	nvos46_size	56	56	agree
550.40.71	nvos46_status_off	48	48	agree
550.40.75	uvm_map_ext_size	9264	9264	agree
550.40.75	uvm_map_ext_fd_off	9248	9248	agree
550.40.75	uvm_sem_pool_size	9248	9248	agree
550.40.75	uvm_register_gpu_size	40	40	agree
550.40.75	uvm_register_gpu_fd_off	24	24	agree
550.40.75	uvm_register_gpu_status_off	36	36	agree
550.40.75	uvm_register_gpu_hclient_off	28	28	agree
550.40.75	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.75	chan_alloc_size	360	360	agree
550.40.75	vaspace_alloc_size	48	48	agree
550.40.75	mem_alloc_size	128	128	agree
550.40.75	nv00de_alloc_size	8	8	agree
550.40.75	nvos46_size	56	56	agree
550.40.75	nvos46_status_off	48	48	agree
550.40.76	uvm_map_ext_size	9264	9264	agree
550.40.76	uvm_map_ext_fd_off	9248	9248	agree
550.40.76	uvm_sem_pool_size	9248	9248	agree
550.40.76	uvm_register_gpu_size	40	40	agree
550.40.76	uvm_register_gpu_fd_off	24	24	agree
550.40.76	uvm_register_gpu_status_off	36	36	agree
550.40.76	uvm_register_gpu_hclient_off	28	28	agree
550.40.76	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.76	chan_alloc_size	360	360	agree
550.40.76	vaspace_alloc_size	48	48	agree
550.40.76	mem_alloc_size	128	128	agree
550.40.76	nv00de_alloc_size	8	8	agree
550.40.76	nvos46_size	56	56	agree
550.40.76	nvos46_status_off	48	48	agree
550.40.79	uvm_map_ext_size	9264	9264	agree
550.40.79	uvm_map_ext_fd_off	9248	9248	agree
550.40.79	uvm_sem_pool_size	9248	9248	agree
550.40.79	uvm_register_gpu_size	40	40	agree
550.40.79	uvm_register_gpu_fd_off	24	24	agree
550.40.79	uvm_register_gpu_status_off	36	36	agree
550.40.79	uvm_register_gpu_hclient_off	28	28	agree
550.40.79	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.79	chan_alloc_size	360	360	agree
550.40.79	vaspace_alloc_size	48	48	agree
550.40.79	mem_alloc_size	128	128	agree
550.40.79	nv00de_alloc_size	8	8	agree
550.40.79	nvos46_size	56	56	agree
550.40.79	nvos46_status_off	48	48	agree
550.40.80	uvm_map_ext_size	9264	9264	agree
550.40.80	uvm_map_ext_fd_off	9248	9248	agree
550.40.80	uvm_sem_pool_size	9248	9248	agree
550.40.80	uvm_register_gpu_size	40	40	agree
550.40.80	uvm_register_gpu_fd_off	24	24	agree
550.40.80	uvm_register_gpu_status_off	36	36	agree
550.40.80	uvm_register_gpu_hclient_off	28	28	agree
550.40.80	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.80	chan_alloc_size	360	360	agree
550.40.80	vaspace_alloc_size	48	48	agree
550.40.80	mem_alloc_size	128	128	agree
550.40.80	nv00de_alloc_size	8	8	agree
550.40.80	nvos46_size	56	56	agree
550.40.80	nvos46_status_off	48	48	agree
550.40.81	uvm_map_ext_size	9264	9264	agree
550.40.81	uvm_map_ext_fd_off	9248	9248	agree
550.40.81	uvm_sem_pool_size	9248	9248	agree
550.40.81	uvm_register_gpu_size	40	40	agree
550.40.81	uvm_register_gpu_fd_off	24	24	agree
550.40.81	uvm_register_gpu_status_off	36	36	agree
550.40.81	uvm_register_gpu_hclient_off	28	28	agree
550.40.81	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.81	chan_alloc_size	360	360	agree
550.40.81	vaspace_alloc_size	48	48	agree
550.40.81	mem_alloc_size	128	128	agree
550.40.81	nv00de_alloc_size	8	8	agree
550.40.81	nvos46_size	56	56	agree
550.40.81	nvos46_status_off	48	48	agree
550.40.82	uvm_map_ext_size	9264	9264	agree
550.40.82	uvm_map_ext_fd_off	9248	9248	agree
550.40.82	uvm_sem_pool_size	9248	9248	agree
550.40.82	uvm_register_gpu_size	40	40	agree
550.40.82	uvm_register_gpu_fd_off	24	24	agree
550.40.82	uvm_register_gpu_status_off	36	36	agree
550.40.82	uvm_register_gpu_hclient_off	28	28	agree
550.40.82	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.82	chan_alloc_size	360	360	agree
550.40.82	vaspace_alloc_size	48	48	agree
550.40.82	mem_alloc_size	128	128	agree
550.40.82	nv00de_alloc_size	8	8	agree
550.40.82	nvos46_size	56	56	agree
550.40.82	nvos46_status_off	48	48	agree
550.40.83	uvm_map_ext_size	9264	9264	agree
550.40.83	uvm_map_ext_fd_off	9248	9248	agree
550.40.83	uvm_sem_pool_size	9248	9248	agree
550.40.83	uvm_register_gpu_size	40	40	agree
550.40.83	uvm_register_gpu_fd_off	24	24	agree
550.40.83	uvm_register_gpu_status_off	36	36	agree
550.40.83	uvm_register_gpu_hclient_off	28	28	agree
550.40.83	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.83	chan_alloc_size	360	360	agree
550.40.83	vaspace_alloc_size	48	48	agree
550.40.83	mem_alloc_size	128	128	agree
550.40.83	nv00de_alloc_size	8	8	agree
550.40.83	nvos46_size	56	56	agree
550.40.83	nvos46_status_off	48	48	agree
550.40.85	uvm_map_ext_size	9264	9264	agree
550.40.85	uvm_map_ext_fd_off	9248	9248	agree
550.40.85	uvm_sem_pool_size	9248	9248	agree
550.40.85	uvm_register_gpu_size	40	40	agree
550.40.85	uvm_register_gpu_fd_off	24	24	agree
550.40.85	uvm_register_gpu_status_off	36	36	agree
550.40.85	uvm_register_gpu_hclient_off	28	28	agree
550.40.85	uvm_register_gpu_hsmcpart_off	32	32	agree
550.40.85	chan_alloc_size	360	360	agree
550.40.85	vaspace_alloc_size	48	48	agree
550.40.85	mem_alloc_size	128	128	agree
550.40.85	nv00de_alloc_size	8	8	agree
550.40.85	nvos46_size	56	56	agree
550.40.85	nvos46_status_off	48	48	agree
550.54.14	uvm_map_ext_size	9264	9264	agree
550.54.14	uvm_map_ext_fd_off	9248	9248	agree
550.54.14	uvm_sem_pool_size	9248	9248	agree
550.54.14	uvm_register_gpu_size	40	40	agree
550.54.14	uvm_register_gpu_fd_off	24	24	agree
550.54.14	uvm_register_gpu_status_off	36	36	agree
550.54.14	uvm_register_gpu_hclient_off	28	28	agree
550.54.14	uvm_register_gpu_hsmcpart_off	32	32	agree
550.54.14	chan_alloc_size	360	360	agree
550.54.14	vaspace_alloc_size	48	48	agree
550.54.14	mem_alloc_size	128	128	agree
550.54.14	nv00de_alloc_size	8	8	agree
550.54.14	nvos46_size	56	56	agree
550.54.14	nvos46_status_off	48	48	agree
550.54.15	uvm_map_ext_size	9264	9264	agree
550.54.15	uvm_map_ext_fd_off	9248	9248	agree
550.54.15	uvm_sem_pool_size	9248	9248	agree
550.54.15	uvm_register_gpu_size	40	40	agree
550.54.15	uvm_register_gpu_fd_off	24	24	agree
550.54.15	uvm_register_gpu_status_off	36	36	agree
550.54.15	uvm_register_gpu_hclient_off	28	28	agree
550.54.15	uvm_register_gpu_hsmcpart_off	32	32	agree
550.54.15	chan_alloc_size	360	360	agree
550.54.15	vaspace_alloc_size	48	48	agree
550.54.15	mem_alloc_size	128	128	agree
550.54.15	nv00de_alloc_size	8	8	agree
550.54.15	nvos46_size	56	56	agree
550.54.15	nvos46_status_off	48	48	agree
550.67	uvm_map_ext_size	9264	9264	agree
550.67	uvm_map_ext_fd_off	9248	9248	agree
550.67	uvm_sem_pool_size	9248	9248	agree
550.67	uvm_register_gpu_size	40	40	agree
550.67	uvm_register_gpu_fd_off	24	24	agree
550.67	uvm_register_gpu_status_off	36	36	agree
550.67	uvm_register_gpu_hclient_off	28	28	agree
550.67	uvm_register_gpu_hsmcpart_off	32	32	agree
550.67	chan_alloc_size	360	360	agree
550.67	vaspace_alloc_size	48	48	agree
550.67	mem_alloc_size	128	128	agree
550.67	nv00de_alloc_size	8	8	agree
550.67	nvos46_size	56	56	agree
550.67	nvos46_status_off	48	48	agree
550.76	uvm_map_ext_size	9264	9264	agree
550.76	uvm_map_ext_fd_off	9248	9248	agree
550.76	uvm_sem_pool_size	9248	9248	agree
550.76	uvm_register_gpu_size	40	40	agree
550.76	uvm_register_gpu_fd_off	24	24	agree
550.76	uvm_register_gpu_status_off	36	36	agree
550.76	uvm_register_gpu_hclient_off	28	28	agree
550.76	uvm_register_gpu_hsmcpart_off	32	32	agree
550.76	chan_alloc_size	360	360	agree
550.76	vaspace_alloc_size	48	48	agree
550.76	mem_alloc_size	128	128	agree
550.76	nv00de_alloc_size	8	8	agree
550.76	nvos46_size	56	56	agree
550.76	nvos46_status_off	48	48	agree
550.78	uvm_map_ext_size	9264	9264	agree
550.78	uvm_map_ext_fd_off	9248	9248	agree
550.78	uvm_sem_pool_size	9248	9248	agree
550.78	uvm_register_gpu_size	40	40	agree
550.78	uvm_register_gpu_fd_off	24	24	agree
550.78	uvm_register_gpu_status_off	36	36	agree
550.78	uvm_register_gpu_hclient_off	28	28	agree
550.78	uvm_register_gpu_hsmcpart_off	32	32	agree
550.78	chan_alloc_size	360	360	agree
550.78	vaspace_alloc_size	48	48	agree
550.78	mem_alloc_size	128	128	agree
550.78	nv00de_alloc_size	8	8	agree
550.78	nvos46_size	56	56	agree
550.78	nvos46_status_off	48	48	agree
550.90.07	uvm_map_ext_size	9264	9264	agree
550.90.07	uvm_map_ext_fd_off	9248	9248	agree
550.90.07	uvm_sem_pool_size	9248	9248	agree
550.90.07	uvm_register_gpu_size	40	40	agree
550.90.07	uvm_register_gpu_fd_off	24	24	agree
550.90.07	uvm_register_gpu_status_off	36	36	agree
550.90.07	uvm_register_gpu_hclient_off	28	28	agree
550.90.07	uvm_register_gpu_hsmcpart_off	32	32	agree
550.90.07	chan_alloc_size	360	360	agree
550.90.07	vaspace_alloc_size	48	48	agree
550.90.07	mem_alloc_size	128	128	agree
550.90.07	nv00de_alloc_size	8	8	agree
550.90.07	nvos46_size	56	56	agree
550.90.07	nvos46_status_off	48	48	agree
550.90.12	uvm_map_ext_size	9264	9264	agree
550.90.12	uvm_map_ext_fd_off	9248	9248	agree
550.90.12	uvm_sem_pool_size	9248	9248	agree
550.90.12	uvm_register_gpu_size	40	40	agree
550.90.12	uvm_register_gpu_fd_off	24	24	agree
550.90.12	uvm_register_gpu_status_off	36	36	agree
550.90.12	uvm_register_gpu_hclient_off	28	28	agree
550.90.12	uvm_register_gpu_hsmcpart_off	32	32	agree
550.90.12	chan_alloc_size	360	360	agree
550.90.12	vaspace_alloc_size	48	48	agree
550.90.12	mem_alloc_size	128	128	agree
550.90.12	nv00de_alloc_size	8	8	agree
550.90.12	nvos46_size	56	56	agree
550.90.12	nvos46_status_off	48	48	agree
550.100	uvm_map_ext_size	9264	9264	agree
550.100	uvm_map_ext_fd_off	9248	9248	agree
550.100	uvm_sem_pool_size	9248	9248	agree
550.100	uvm_register_gpu_size	40	40	agree
550.100	uvm_register_gpu_fd_off	24	24	agree
550.100	uvm_register_gpu_status_off	36	36	agree
550.100	uvm_register_gpu_hclient_off	28	28	agree
550.100	uvm_register_gpu_hsmcpart_off	32	32	agree
550.100	chan_alloc_size	360	360	agree
550.100	vaspace_alloc_size	48	48	agree
550.100	mem_alloc_size	128	128	agree
550.100	nv00de_alloc_size	8	8	agree
550.100	nvos46_size	56	56	agree
550.100	nvos46_status_off	48	48	agree
550.107.02	uvm_map_ext_size	9264	9264	agree
550.107.02	uvm_map_ext_fd_off	9248	9248	agree
550.107.02	uvm_sem_pool_size	9248	9248	agree
550.107.02	uvm_register_gpu_size	40	40	agree
550.107.02	uvm_register_gpu_fd_off	24	24	agree
550.107.02	uvm_register_gpu_status_off	36	36	agree
550.107.02	uvm_register_gpu_hclient_off	28	28	agree
550.107.02	uvm_register_gpu_hsmcpart_off	32	32	agree
550.107.02	chan_alloc_size	360	360	agree
550.107.02	vaspace_alloc_size	48	48	agree
550.107.02	mem_alloc_size	128	128	agree
550.107.02	nv00de_alloc_size	8	8	agree
550.107.02	nvos46_size	56	56	agree
550.107.02	nvos46_status_off	48	48	agree
550.120	uvm_map_ext_size	9264	9264	agree
550.120	uvm_map_ext_fd_off	9248	9248	agree
550.120	uvm_sem_pool_size	9248	9248	agree
550.120	uvm_register_gpu_size	40	40	agree
550.120	uvm_register_gpu_fd_off	24	24	agree
550.120	uvm_register_gpu_status_off	36	36	agree
550.120	uvm_register_gpu_hclient_off	28	28	agree
550.120	uvm_register_gpu_hsmcpart_off	32	32	agree
550.120	chan_alloc_size	360	360	agree
550.120	vaspace_alloc_size	48	48	agree
550.120	mem_alloc_size	128	128	agree
550.120	nv00de_alloc_size	8	8	agree
550.120	nvos46_size	56	56	agree
550.120	nvos46_status_off	48	48	agree
550.127.05	uvm_map_ext_size	9264	9264	agree
550.127.05	uvm_map_ext_fd_off	9248	9248	agree
550.127.05	uvm_sem_pool_size	9248	9248	agree
550.127.05	uvm_register_gpu_size	40	40	agree
550.127.05	uvm_register_gpu_fd_off	24	24	agree
550.127.05	uvm_register_gpu_status_off	36	36	agree
550.127.05	uvm_register_gpu_hclient_off	28	28	agree
550.127.05	uvm_register_gpu_hsmcpart_off	32	32	agree
550.127.05	chan_alloc_size	360	360	agree
550.127.05	vaspace_alloc_size	48	48	agree
550.127.05	mem_alloc_size	128	128	agree
550.127.05	nv00de_alloc_size	8	8	agree
550.127.05	nvos46_size	56	56	agree
550.127.05	nvos46_status_off	48	48	agree
550.127.08	uvm_map_ext_size	9264	9264	agree
550.127.08	uvm_map_ext_fd_off	9248	9248	agree
550.127.08	uvm_sem_pool_size	9248	9248	agree
550.127.08	uvm_register_gpu_size	40	40	agree
550.127.08	uvm_register_gpu_fd_off	24	24	agree
550.127.08	uvm_register_gpu_status_off	36	36	agree
550.127.08	uvm_register_gpu_hclient_off	28	28	agree
550.127.08	uvm_register_gpu_hsmcpart_off	32	32	agree
550.127.08	chan_alloc_size	360	360	agree
550.127.08	vaspace_alloc_size	48	48	agree
550.127.08	mem_alloc_size	128	128	agree
550.127.08	nv00de_alloc_size	8	8	agree
550.127.08	nvos46_size	56	56	agree
550.127.08	nvos46_status_off	48	48	agree
550.135	uvm_map_ext_size	9264	9264	agree
550.135	uvm_map_ext_fd_off	9248	9248	agree
550.135	uvm_sem_pool_size	9248	9248	agree
550.135	uvm_register_gpu_size	40	40	agree
550.135	uvm_register_gpu_fd_off	24	24	agree
550.135	uvm_register_gpu_status_off	36	36	agree
550.135	uvm_register_gpu_hclient_off	28	28	agree
550.135	uvm_register_gpu_hsmcpart_off	32	32	agree
550.135	chan_alloc_size	360	360	agree
550.135	vaspace_alloc_size	48	48	agree
550.135	mem_alloc_size	128	128	agree
550.135	nv00de_alloc_size	8	8	agree
550.135	nvos46_size	56	56	agree
550.135	nvos46_status_off	48	48	agree
550.142	uvm_map_ext_size	9264	9264	agree
550.142	uvm_map_ext_fd_off	9248	9248	agree
550.142	uvm_sem_pool_size	9248	9248	agree
550.142	uvm_register_gpu_size	40	40	agree
550.142	uvm_register_gpu_fd_off	24	24	agree
550.142	uvm_register_gpu_status_off	36	36	agree
550.142	uvm_register_gpu_hclient_off	28	28	agree
550.142	uvm_register_gpu_hsmcpart_off	32	32	agree
550.142	chan_alloc_size	360	360	agree
550.142	vaspace_alloc_size	48	48	agree
550.142	mem_alloc_size	128	128	agree
550.142	nv00de_alloc_size	8	8	agree
550.142	nvos46_size	56	56	agree
550.142	nvos46_status_off	48	48	agree
550.144.03	uvm_map_ext_size	9264	9264	agree
550.144.03	uvm_map_ext_fd_off	9248	9248	agree
550.144.03	uvm_sem_pool_size	9248	9248	agree
550.144.03	uvm_register_gpu_size	40	40	agree
550.144.03	uvm_register_gpu_fd_off	24	24	agree
550.144.03	uvm_register_gpu_status_off	36	36	agree
550.144.03	uvm_register_gpu_hclient_off	28	28	agree
550.144.03	uvm_register_gpu_hsmcpart_off	32	32	agree
550.144.03	chan_alloc_size	360	360	agree
550.144.03	vaspace_alloc_size	48	48	agree
550.144.03	mem_alloc_size	128	128	agree
550.144.03	nv00de_alloc_size	8	8	agree
550.144.03	nvos46_size	56	56	agree
550.144.03	nvos46_status_off	48	48	agree
550.163.01	uvm_map_ext_size	9264	9264	agree
550.163.01	uvm_map_ext_fd_off	9248	9248	agree
550.163.01	uvm_sem_pool_size	9248	9248	agree
550.163.01	uvm_register_gpu_size	40	40	agree
550.163.01	uvm_register_gpu_fd_off	24	24	agree
550.163.01	uvm_register_gpu_status_off	36	36	agree
550.163.01	uvm_register_gpu_hclient_off	28	28	agree
550.163.01	uvm_register_gpu_hsmcpart_off	32	32	agree
550.163.01	chan_alloc_size	360	360	agree
550.163.01	vaspace_alloc_size	48	48	agree
550.163.01	mem_alloc_size	128	128	agree
550.163.01	nv00de_alloc_size	8	8	agree
550.163.01	nvos46_size	56	56	agree
550.163.01	nvos46_status_off	48	48	agree
555.42.02	uvm_map_ext_size	9264	9264	agree
555.42.02	uvm_map_ext_fd_off	9248	9248	agree
555.42.02	uvm_sem_pool_size	9248	9248	agree
555.42.02	uvm_register_gpu_size	40	40	agree
555.42.02	uvm_register_gpu_fd_off	24	24	agree
