# kind	item	first_tag	last_tag	value    (measured by tools/drivermatrix/dm.py; tags 535.309.01..615.71.09, 29 of them)
# tags	535.309.01 545.23.08 550.40.07 550.54.14 550.90.07 555.42.02 560.28.03 565.57.01 570.86.15 570.124.06 570.148.08 575.51.02 575.51.03 575.57.08 575.64.05 580.65.06 580.82.07 580.94.02 580.95.05 580.105.08 580.126.09 580.159.04 580.173.02 580.178.04 590.48.01 595.84 610.43.02 610.57.04 615.71.09
sizeof	GspStaticConfigInfo	615.71.09	615.71.09	0+1608
field	GspStaticConfigInfo.RTD3GC6PerstDelay	535.309.01	550.90.07	ABSENT
field	GspStaticConfigInfo.RTD3GC6PerstDelay	555.42.02	555.42.02	2116+2
field	GspStaticConfigInfo.RTD3GC6PerstDelay	560.28.03	560.28.03	2114+2
field	GspStaticConfigInfo.RTD3GC6PerstDelay	565.57.01	565.57.01	1530+2
field	GspStaticConfigInfo.RTD3GC6PerstDelay	570.86.15	575.64.05	1532+2
field	GspStaticConfigInfo.RTD3GC6PerstDelay	580.65.06	580.178.04	1660+2
field	GspStaticConfigInfo.RTD3GC6PerstDelay	590.48.01	590.48.01	1676+2
field	GspStaticConfigInfo.RTD3GC6PerstDelay	595.84	610.57.04	1496+2
field	GspStaticConfigInfo.RTD3GC6PerstDelay	615.71.09	615.71.09	1498+2
field	GspStaticConfigInfo.RTD3GC6TotalBoardPower	535.309.01	550.90.07	ABSENT
field	GspStaticConfigInfo.RTD3GC6TotalBoardPower	555.42.02	555.42.02	2114+2
field	GspStaticConfigInfo.RTD3GC6TotalBoardPower	560.28.03	560.28.03	2112+2
field	GspStaticConfigInfo.RTD3GC6TotalBoardPower	565.57.01	565.57.01	1528+2
field	GspStaticConfigInfo.RTD3GC6TotalBoardPower	570.86.15	575.64.05	1530+2
field	GspStaticConfigInfo.RTD3GC6TotalBoardPower	580.65.06	580.178.04	1658+2
field	GspStaticConfigInfo.RTD3GC6TotalBoardPower	590.48.01	590.48.01	1674+2
field	GspStaticConfigInfo.RTD3GC6TotalBoardPower	595.84	610.57.04	1494+2
field	GspStaticConfigInfo.RTD3GC6TotalBoardPower	615.71.09	615.71.09	1496+2
field	GspStaticConfigInfo.SKUInfo	535.309.01	545.23.08	808+32
field	GspStaticConfigInfo.SKUInfo	550.40.07	560.28.03	808+48
field	GspStaticConfigInfo.SKUInfo	565.57.01	590.48.01	292+48
field	GspStaticConfigInfo.SKUInfo	595.84	615.71.09	268+48
field	GspStaticConfigInfo.SKUInfo.BoardID	535.309.01	560.28.03	808+4
field	GspStaticConfigInfo.SKUInfo.BoardID	565.57.01	590.48.01	292+4
field	GspStaticConfigInfo.SKUInfo.BoardID	595.84	615.71.09	268+4
field	GspStaticConfigInfo.SKUInfo.CDP	535.309.01	545.23.08	828+6@1
field	GspStaticConfigInfo.SKUInfo.CDP	550.40.07	560.28.03	842+6@1
field	GspStaticConfigInfo.SKUInfo.CDP	565.57.01	590.48.01	326+6@1
field	GspStaticConfigInfo.SKUInfo.CDP	595.84	615.71.09	302+6@1
field	GspStaticConfigInfo.SKUInfo.businessCycle	535.309.01	545.23.08	836+4
field	GspStaticConfigInfo.SKUInfo.businessCycle	550.40.07	560.28.03	852+4
field	GspStaticConfigInfo.SKUInfo.businessCycle	565.57.01	590.48.01	336+4
field	GspStaticConfigInfo.SKUInfo.businessCycle	595.84	615.71.09	312+4
field	GspStaticConfigInfo.SKUInfo.chipSKU	535.309.01	545.23.08	812+4@1
field	GspStaticConfigInfo.SKUInfo.chipSKU	550.40.07	560.28.03	812+9@1
field	GspStaticConfigInfo.SKUInfo.chipSKU	565.57.01	590.48.01	296+9@1
field	GspStaticConfigInfo.SKUInfo.chipSKU	595.84	615.71.09	272+9@1
field	GspStaticConfigInfo.SKUInfo.chipSKUMod	535.309.01	545.23.08	816+2@1
field	GspStaticConfigInfo.SKUInfo.chipSKUMod	550.40.07	560.28.03	821+5@1
field	GspStaticConfigInfo.SKUInfo.chipSKUMod	565.57.01	590.48.01	305+5@1
field	GspStaticConfigInfo.SKUInfo.chipSKUMod	595.84	615.71.09	281+5@1
field	GspStaticConfigInfo.SKUInfo.project	535.309.01	545.23.08	818+5@1
field	GspStaticConfigInfo.SKUInfo.project	550.40.07	560.28.03	832+5@1
field	GspStaticConfigInfo.SKUInfo.project	565.57.01	590.48.01	316+5@1
field	GspStaticConfigInfo.SKUInfo.project	595.84	615.71.09	292+5@1
field	GspStaticConfigInfo.SKUInfo.projectSKU	535.309.01	545.23.08	823+5@1
field	GspStaticConfigInfo.SKUInfo.projectSKU	550.40.07	560.28.03	837+5@1
field	GspStaticConfigInfo.SKUInfo.projectSKU	565.57.01	590.48.01	321+5@1
field	GspStaticConfigInfo.SKUInfo.projectSKU	595.84	615.71.09	297+5@1
field	GspStaticConfigInfo.SKUInfo.projectSKUMod	535.309.01	545.23.08	834+2@1
field	GspStaticConfigInfo.SKUInfo.projectSKUMod	550.40.07	560.28.03	848+2@1
field	GspStaticConfigInfo.SKUInfo.projectSKUMod	565.57.01	590.48.01	332+2@1
field	GspStaticConfigInfo.SKUInfo.projectSKUMod	595.84	615.71.09	308+2@1
field	GspStaticConfigInfo.SKUInfo.skuConfigVersion	535.309.01	545.23.08	ABSENT
field	GspStaticConfigInfo.SKUInfo.skuConfigVersion	550.40.07	560.28.03	828+4
field	GspStaticConfigInfo.SKUInfo.skuConfigVersion	565.57.01	590.48.01	312+4
field	GspStaticConfigInfo.SKUInfo.skuConfigVersion	595.84	615.71.09	288+4
field	GspStaticConfigInfo.SM_info	535.309.01	545.23.08	1708+36
field	GspStaticConfigInfo.SM_info	550.40.07	555.42.02	1724+36
field	GspStaticConfigInfo.SM_info	560.28.03	560.28.03	1728+36
field	GspStaticConfigInfo.SM_info	565.57.01	615.71.09	ABSENT
field	GspStaticConfigInfo.SM_info.geomGsObufEntries	535.309.01	545.23.08	1728+4
field	GspStaticConfigInfo.SM_info.geomGsObufEntries	550.40.07	555.42.02	1744+4
field	GspStaticConfigInfo.SM_info.geomGsObufEntries	560.28.03	560.28.03	1748+4
field	GspStaticConfigInfo.SM_info.geomGsObufEntries	565.57.01	615.71.09	ABSENT
field	GspStaticConfigInfo.SM_info.geomXbufEntries	535.309.01	545.23.08	1732+4
field	GspStaticConfigInfo.SM_info.geomXbufEntries	550.40.07	555.42.02	1748+4
field	GspStaticConfigInfo.SM_info.geomXbufEntries	560.28.03	560.28.03	1752+4
field	GspStaticConfigInfo.SM_info.geomXbufEntries	565.57.01	615.71.09	ABSENT
field	GspStaticConfigInfo.SM_info.maxSPPerSM	535.309.01	545.23.08	1736+4
field	GspStaticConfigInfo.SM_info.maxSPPerSM	550.40.07	555.42.02	1752+4
field	GspStaticConfigInfo.SM_info.maxSPPerSM	560.28.03	560.28.03	1756+4
field	GspStaticConfigInfo.SM_info.maxSPPerSM	565.57.01	615.71.09	ABSENT
field	GspStaticConfigInfo.SM_info.maxThreadsPerWarp	535.309.01	545.23.08	1724+4
field	GspStaticConfigInfo.SM_info.maxThreadsPerWarp	550.40.07	555.42.02	1740+4
field	GspStaticConfigInfo.SM_info.maxThreadsPerWarp	560.28.03	560.28.03	1744+4
field	GspStaticConfigInfo.SM_info.maxThreadsPerWarp	565.57.01	615.71.09	ABSENT
field	GspStaticConfigInfo.SM_info.maxWarpsPerSM	535.309.01	545.23.08	1720+4
field	GspStaticConfigInfo.SM_info.maxWarpsPerSM	550.40.07	555.42.02	1736+4
field	GspStaticConfigInfo.SM_info.maxWarpsPerSM	560.28.03	560.28.03	1740+4
field	GspStaticConfigInfo.SM_info.maxWarpsPerSM	565.57.01	615.71.09	ABSENT
field	GspStaticConfigInfo.SM_info.regBankCount	535.309.01	545.23.08	1712+4
field	GspStaticConfigInfo.SM_info.regBankCount	550.40.07	555.42.02	1728+4
field	GspStaticConfigInfo.SM_info.regBankCount	560.28.03	560.28.03	1732+4
field	GspStaticConfigInfo.SM_info.regBankCount	565.57.01	615.71.09	ABSENT
field	GspStaticConfigInfo.SM_info.regBankRegCount	535.309.01	545.23.08	1716+4
field	GspStaticConfigInfo.SM_info.regBankRegCount	550.40.07	555.42.02	1732+4
field	GspStaticConfigInfo.SM_info.regBankRegCount	560.28.03	560.28.03	1736+4
field	GspStaticConfigInfo.SM_info.regBankRegCount	565.57.01	615.71.09	ABSENT
field	GspStaticConfigInfo.SM_info.rtCoreCount	535.309.01	545.23.08	1740+4
field	GspStaticConfigInfo.SM_info.rtCoreCount	550.40.07	555.42.02	1756+4
field	GspStaticConfigInfo.SM_info.rtCoreCount	560.28.03	560.28.03	1760+4
field	GspStaticConfigInfo.SM_info.rtCoreCount	565.57.01	615.71.09	ABSENT
field	GspStaticConfigInfo.SM_info.version	535.309.01	545.23.08	1708+4
field	GspStaticConfigInfo.SM_info.version	550.40.07	555.42.02	1724+4
field	GspStaticConfigInfo.SM_info.version	560.28.03	560.28.03	1728+4
field	GspStaticConfigInfo.SM_info.version	565.57.01	615.71.09	ABSENT
field	GspStaticConfigInfo.bAtsSupported	535.309.01	545.23.08	2165+1
field	GspStaticConfigInfo.bAtsSupported	550.40.07	550.90.07	2181+1
field	GspStaticConfigInfo.bAtsSupported	555.42.02	560.28.03	2197+1
field	GspStaticConfigInfo.bAtsSupported	565.57.01	575.64.05	1613+1
field	GspStaticConfigInfo.bAtsSupported	580.65.06	580.178.04	1741+1
field	GspStaticConfigInfo.bAtsSupported	590.48.01	590.48.01	1757+1
field	GspStaticConfigInfo.bAtsSupported	595.84	595.84	1549+1
field	GspStaticConfigInfo.bAtsSupported	610.43.02	615.71.09	1557+1
field	GspStaticConfigInfo.bBusResetRequired	535.309.01	595.84	ABSENT
field	GspStaticConfigInfo.bBusResetRequired	610.43.02	610.57.04	1592+1
field	GspStaticConfigInfo.bBusResetRequired	615.71.09	615.71.09	1600+1
field	GspStaticConfigInfo.bClRootportNeedsNosnoopWAR	535.309.01	545.23.08	2118+1
field	GspStaticConfigInfo.bClRootportNeedsNosnoopWAR	550.40.07	550.90.07	2134+1
field	GspStaticConfigInfo.bClRootportNeedsNosnoopWAR	555.42.02	560.28.03	2150+1
field	GspStaticConfigInfo.bClRootportNeedsNosnoopWAR	565.57.01	575.64.05	1566+1
field	GspStaticConfigInfo.bClRootportNeedsNosnoopWAR	580.65.06	580.178.04	1694+1
field	GspStaticConfigInfo.bClRootportNeedsNosnoopWAR	590.48.01	590.48.01	1710+1
field	GspStaticConfigInfo.bClRootportNeedsNosnoopWAR	595.84	595.84	1534+1
field	GspStaticConfigInfo.bClRootportNeedsNosnoopWAR	610.43.02	615.71.09	1542+1
field	GspStaticConfigInfo.bGeforceSmb	535.309.01	545.23.08	2081+1
field	GspStaticConfigInfo.bGeforceSmb	550.40.07	550.90.07	2097+1
field	GspStaticConfigInfo.bGeforceSmb	555.42.02	560.28.03	2105+1
field	GspStaticConfigInfo.bGeforceSmb	565.57.01	575.64.05	1521+1
field	GspStaticConfigInfo.bGeforceSmb	580.65.06	580.178.04	1649+1
field	GspStaticConfigInfo.bGeforceSmb	590.48.01	590.48.01	1665+1
field	GspStaticConfigInfo.bGeforceSmb	595.84	615.71.09	1485+1
field	GspStaticConfigInfo.bGpuInternalSku	535.309.01	545.23.08	2076+1
field	GspStaticConfigInfo.bGpuInternalSku	550.40.07	550.90.07	2092+1
field	GspStaticConfigInfo.bGpuInternalSku	555.42.02	560.28.03	2100+1
field	GspStaticConfigInfo.bGpuInternalSku	565.57.01	575.64.05	1516+1
field	GspStaticConfigInfo.bGpuInternalSku	580.65.06	580.178.04	1644+1
field	GspStaticConfigInfo.bGpuInternalSku	590.48.01	590.48.01	1660+1
field	GspStaticConfigInfo.bGpuInternalSku	595.84	615.71.09	1480+1
field	GspStaticConfigInfo.bIsCmpSku	535.309.01	610.57.04	ABSENT
field	GspStaticConfigInfo.bIsCmpSku	615.71.09	615.71.09	1489+1
field	GspStaticConfigInfo.bIsEfiInit	535.309.01	555.42.02	ABSENT
field	GspStaticConfigInfo.bIsEfiInit	560.28.03	560.28.03	2199+1
field	GspStaticConfigInfo.bIsEfiInit	565.57.01	575.64.05	1615+1
field	GspStaticConfigInfo.bIsEfiInit	580.65.06	580.178.04	1743+1
field	GspStaticConfigInfo.bIsEfiInit	590.48.01	590.48.01	1759+1
field	GspStaticConfigInfo.bIsEfiInit	595.84	595.84	1551+1
field	GspStaticConfigInfo.bIsEfiInit	610.43.02	615.71.09	1560+1
field	GspStaticConfigInfo.bIsGc6Rtd3Allowed	535.309.01	545.23.08	2085+1
field	GspStaticConfigInfo.bIsGc6Rtd3Allowed	550.40.07	550.90.07	2101+1
field	GspStaticConfigInfo.bIsGc6Rtd3Allowed	555.42.02	560.28.03	2109+1
field	GspStaticConfigInfo.bIsGc6Rtd3Allowed	565.57.01	575.64.05	1525+1
field	GspStaticConfigInfo.bIsGc6Rtd3Allowed	580.65.06	580.178.04	1653+1
field	GspStaticConfigInfo.bIsGc6Rtd3Allowed	590.48.01	590.48.01	1669+1
field	GspStaticConfigInfo.bIsGc6Rtd3Allowed	595.84	610.57.04	1489+1
field	GspStaticConfigInfo.bIsGc6Rtd3Allowed	615.71.09	615.71.09	1490+1
field	GspStaticConfigInfo.bIsGc8Rtd3Allowed	535.309.01	550.90.07	ABSENT
field	GspStaticConfigInfo.bIsGc8Rtd3Allowed	555.42.02	555.42.02	2110+1
field	GspStaticConfigInfo.bIsGc8Rtd3Allowed	560.28.03	565.57.01	ABSENT
field	GspStaticConfigInfo.bIsGc8Rtd3Allowed	570.86.15	575.64.05	1526+1
field	GspStaticConfigInfo.bIsGc8Rtd3Allowed	580.65.06	580.178.04	1654+1
field	GspStaticConfigInfo.bIsGc8Rtd3Allowed	590.48.01	590.48.01	1670+1
field	GspStaticConfigInfo.bIsGc8Rtd3Allowed	595.84	610.57.04	1490+1
field	GspStaticConfigInfo.bIsGc8Rtd3Allowed	615.71.09	615.71.09	1491+1
field	GspStaticConfigInfo.bIsGcOffRtd3Allowed	535.309.01	545.23.08	2086+1
field	GspStaticConfigInfo.bIsGcOffRtd3Allowed	550.40.07	550.90.07	2102+1
field	GspStaticConfigInfo.bIsGcOffRtd3Allowed	555.42.02	555.42.02	2111+1
field	GspStaticConfigInfo.bIsGcOffRtd3Allowed	560.28.03	560.28.03	2110+1
field	GspStaticConfigInfo.bIsGcOffRtd3Allowed	565.57.01	565.57.01	1526+1
field	GspStaticConfigInfo.bIsGcOffRtd3Allowed	570.86.15	575.64.05	1527+1
field	GspStaticConfigInfo.bIsGcOffRtd3Allowed	580.65.06	580.178.04	1655+1
field	GspStaticConfigInfo.bIsGcOffRtd3Allowed	590.48.01	590.48.01	1671+1
field	GspStaticConfigInfo.bIsGcOffRtd3Allowed	595.84	610.57.04	1491+1
field	GspStaticConfigInfo.bIsGcOffRtd3Allowed	615.71.09	615.71.09	1492+1
field	GspStaticConfigInfo.bIsGcoffLegacyAllowed	535.309.01	545.23.08	2087+1
field	GspStaticConfigInfo.bIsGcoffLegacyAllowed	550.40.07	550.90.07	2103+1
field	GspStaticConfigInfo.bIsGcoffLegacyAllowed	555.42.02	555.42.02	2112+1
field	GspStaticConfigInfo.bIsGcoffLegacyAllowed	560.28.03	560.28.03	2111+1
field	GspStaticConfigInfo.bIsGcoffLegacyAllowed	565.57.01	565.57.01	1527+1
field	GspStaticConfigInfo.bIsGcoffLegacyAllowed	570.86.15	575.64.05	1528+1
field	GspStaticConfigInfo.bIsGcoffLegacyAllowed	580.65.06	580.178.04	1656+1
field	GspStaticConfigInfo.bIsGcoffLegacyAllowed	590.48.01	590.48.01	1672+1
field	GspStaticConfigInfo.bIsGcoffLegacyAllowed	595.84	610.57.04	1492+1
field	GspStaticConfigInfo.bIsGcoffLegacyAllowed	615.71.09	615.71.09	1493+1
field	GspStaticConfigInfo.bIsGpuUefi	535.309.01	545.23.08	2166+1
field	GspStaticConfigInfo.bIsGpuUefi	550.40.07	550.90.07	2182+1
field	GspStaticConfigInfo.bIsGpuUefi	555.42.02	560.28.03	2198+1
field	GspStaticConfigInfo.bIsGpuUefi	565.57.01	575.64.05	1614+1
field	GspStaticConfigInfo.bIsGpuUefi	580.65.06	580.178.04	1742+1
field	GspStaticConfigInfo.bIsGpuUefi	590.48.01	590.48.01	1758+1
field	GspStaticConfigInfo.bIsGpuUefi	595.84	595.84	1550+1
field	GspStaticConfigInfo.bIsGpuUefi	610.43.02	615.71.09	1559+1
field	GspStaticConfigInfo.bIsMigSupported	535.309.01	565.57.01	ABSENT
field	GspStaticConfigInfo.bIsMigSupported	570.86.15	575.64.05	1529+1
field	GspStaticConfigInfo.bIsMigSupported	580.65.06	580.178.04	1657+1
field	GspStaticConfigInfo.bIsMigSupported	590.48.01	590.48.01	1673+1
field	GspStaticConfigInfo.bIsMigSupported	595.84	610.57.04	1493+1
field	GspStaticConfigInfo.bIsMigSupported	615.71.09	615.71.09	1494+1
field	GspStaticConfigInfo.bIsMobile	535.309.01	545.23.08	2084+1
field	GspStaticConfigInfo.bIsMobile	550.40.07	550.90.07	2100+1
field	GspStaticConfigInfo.bIsMobile	555.42.02	560.28.03	2108+1
field	GspStaticConfigInfo.bIsMobile	565.57.01	575.64.05	1524+1
field	GspStaticConfigInfo.bIsMobile	580.65.06	580.178.04	1652+1
field	GspStaticConfigInfo.bIsMobile	590.48.01	590.48.01	1668+1
field	GspStaticConfigInfo.bIsMobile	595.84	615.71.09	1488+1
field	GspStaticConfigInfo.bIsNvidiaNvs	535.309.01	545.23.08	2079+1
field	GspStaticConfigInfo.bIsNvidiaNvs	550.40.07	550.90.07	2095+1
field	GspStaticConfigInfo.bIsNvidiaNvs	555.42.02	560.28.03	2103+1
field	GspStaticConfigInfo.bIsNvidiaNvs	565.57.01	575.64.05	1519+1
field	GspStaticConfigInfo.bIsNvidiaNvs	580.65.06	580.178.04	1647+1
field	GspStaticConfigInfo.bIsNvidiaNvs	590.48.01	590.48.01	1663+1
field	GspStaticConfigInfo.bIsNvidiaNvs	595.84	615.71.09	1483+1
field	GspStaticConfigInfo.bIsQuadroAd	535.309.01	545.23.08	2078+1
field	GspStaticConfigInfo.bIsQuadroAd	550.40.07	550.90.07	2094+1
field	GspStaticConfigInfo.bIsQuadroAd	555.42.02	560.28.03	2102+1
field	GspStaticConfigInfo.bIsQuadroAd	565.57.01	575.64.05	1518+1
field	GspStaticConfigInfo.bIsQuadroAd	580.65.06	580.178.04	1646+1
field	GspStaticConfigInfo.bIsQuadroAd	590.48.01	590.48.01	1662+1
field	GspStaticConfigInfo.bIsQuadroAd	595.84	615.71.09	1482+1
field	GspStaticConfigInfo.bIsQuadroGeneric	535.309.01	545.23.08	2077+1
field	GspStaticConfigInfo.bIsQuadroGeneric	550.40.07	550.90.07	2093+1
field	GspStaticConfigInfo.bIsQuadroGeneric	555.42.02	560.28.03	2101+1
field	GspStaticConfigInfo.bIsQuadroGeneric	565.57.01	575.64.05	1517+1
field	GspStaticConfigInfo.bIsQuadroGeneric	580.65.06	580.178.04	1645+1
field	GspStaticConfigInfo.bIsQuadroGeneric	590.48.01	590.48.01	1661+1
field	GspStaticConfigInfo.bIsQuadroGeneric	595.84	615.71.09	1481+1
field	GspStaticConfigInfo.bIsTesla	535.309.01	545.23.08	2083+1
field	GspStaticConfigInfo.bIsTesla	550.40.07	550.90.07	2099+1
field	GspStaticConfigInfo.bIsTesla	555.42.02	560.28.03	2107+1
field	GspStaticConfigInfo.bIsTesla	565.57.01	575.64.05	1523+1
field	GspStaticConfigInfo.bIsTesla	580.65.06	580.178.04	1651+1
field	GspStaticConfigInfo.bIsTesla	590.48.01	590.48.01	1667+1
field	GspStaticConfigInfo.bIsTesla	595.84	615.71.09	1487+1
field	GspStaticConfigInfo.bIsTitan	535.309.01	545.23.08	2082+1
field	GspStaticConfigInfo.bIsTitan	550.40.07	550.90.07	2098+1
field	GspStaticConfigInfo.bIsTitan	555.42.02	560.28.03	2106+1
field	GspStaticConfigInfo.bIsTitan	565.57.01	575.64.05	1522+1
field	GspStaticConfigInfo.bIsTitan	580.65.06	580.178.04	1650+1
field	GspStaticConfigInfo.bIsTitan	590.48.01	590.48.01	1666+1
field	GspStaticConfigInfo.bIsTitan	595.84	615.71.09	1486+1
field	GspStaticConfigInfo.bIsVgx	535.309.01	545.23.08	2080+1
field	GspStaticConfigInfo.bIsVgx	550.40.07	550.90.07	2096+1
field	GspStaticConfigInfo.bIsVgx	555.42.02	560.28.03	2104+1
field	GspStaticConfigInfo.bIsVgx	565.57.01	575.64.05	1520+1
field	GspStaticConfigInfo.bIsVgx	580.65.06	580.178.04	1648+1
field	GspStaticConfigInfo.bIsVgx	590.48.01	590.48.01	1664+1
field	GspStaticConfigInfo.bIsVgx	595.84	615.71.09	1484+1
field	GspStaticConfigInfo.bPageRetirementSupported	535.309.01	545.23.08	2116+1
field	GspStaticConfigInfo.bPageRetirementSupported	550.40.07	550.90.07	2132+1
field	GspStaticConfigInfo.bPageRetirementSupported	555.42.02	560.28.03	2148+1
field	GspStaticConfigInfo.bPageRetirementSupported	565.57.01	575.64.05	1564+1
field	GspStaticConfigInfo.bPageRetirementSupported	580.65.06	580.178.04	1692+1
field	GspStaticConfigInfo.bPageRetirementSupported	590.48.01	590.48.01	1708+1
field	GspStaticConfigInfo.bPageRetirementSupported	595.84	595.84	1532+1
field	GspStaticConfigInfo.bPageRetirementSupported	610.43.02	615.71.09	1540+1
field	GspStaticConfigInfo.bPdiValid	535.309.01	580.178.04	ABSENT
field	GspStaticConfigInfo.bPdiValid	590.48.01	590.48.01	1248+1
field	GspStaticConfigInfo.bPdiValid	595.84	615.71.09	1224+1
field	GspStaticConfigInfo.bSelfHostedMode	535.309.01	545.23.08	2164+1
field	GspStaticConfigInfo.bSelfHostedMode	550.40.07	550.90.07	2180+1
field	GspStaticConfigInfo.bSelfHostedMode	555.42.02	560.28.03	2196+1
field	GspStaticConfigInfo.bSelfHostedMode	565.57.01	575.64.05	1612+1
field	GspStaticConfigInfo.bSelfHostedMode	580.65.06	580.178.04	1740+1
field	GspStaticConfigInfo.bSelfHostedMode	590.48.01	590.48.01	1756+1
field	GspStaticConfigInfo.bSelfHostedMode	595.84	595.84	1548+1
field	GspStaticConfigInfo.bSelfHostedMode	610.43.02	615.71.09	1556+1
field	GspStaticConfigInfo.bSplitVasBetweenServerClientRm	535.309.01	545.23.08	2117+1
field	GspStaticConfigInfo.bSplitVasBetweenServerClientRm	550.40.07	550.90.07	2133+1
field	GspStaticConfigInfo.bSplitVasBetweenServerClientRm	555.42.02	560.28.03	2149+1
field	GspStaticConfigInfo.bSplitVasBetweenServerClientRm	565.57.01	575.64.05	1565+1
field	GspStaticConfigInfo.bSplitVasBetweenServerClientRm	580.65.06	580.178.04	1693+1
field	GspStaticConfigInfo.bSplitVasBetweenServerClientRm	590.48.01	590.48.01	1709+1
field	GspStaticConfigInfo.bSplitVasBetweenServerClientRm	595.84	595.84	1533+1
field	GspStaticConfigInfo.bSplitVasBetweenServerClientRm	610.43.02	615.71.09	1541+1
field	GspStaticConfigInfo.bSysL2CacheCoherentMode	535.309.01	595.84	ABSENT
field	GspStaticConfigInfo.bSysL2CacheCoherentMode	610.43.02	615.71.09	1558+1
field	GspStaticConfigInfo.bSystemRebootRequired	535.309.01	575.64.05	ABSENT
field	GspStaticConfigInfo.bSystemRebootRequired	580.65.06	580.178.04	1784+1
field	GspStaticConfigInfo.bSystemRebootRequired	590.48.01	590.48.01	1800+1
field	GspStaticConfigInfo.bSystemRebootRequired	595.84	595.84	1584+1
field	GspStaticConfigInfo.bSystemRebootRequired	610.43.02	615.71.09	ABSENT
field	GspStaticConfigInfo.bVbiosValid	535.309.01	545.23.08	2104+1
field	GspStaticConfigInfo.bVbiosValid	550.40.07	550.90.07	2120+1
field	GspStaticConfigInfo.bVbiosValid	555.42.02	560.28.03	2136+1
field	GspStaticConfigInfo.bVbiosValid	565.57.01	575.64.05	1552+1
field	GspStaticConfigInfo.bVbiosValid	580.65.06	580.178.04	1680+1
field	GspStaticConfigInfo.bVbiosValid	590.48.01	590.48.01	1696+1
field	GspStaticConfigInfo.bVbiosValid	595.84	615.71.09	1520+1
field	GspStaticConfigInfo.bar1PdeBase	535.309.01	545.23.08	2088+8
field	GspStaticConfigInfo.bar1PdeBase	550.40.07	550.90.07	2104+8
field	GspStaticConfigInfo.bar1PdeBase	555.42.02	560.28.03	2120+8
field	GspStaticConfigInfo.bar1PdeBase	565.57.01	575.64.05	1536+8
field	GspStaticConfigInfo.bar1PdeBase	580.65.06	580.178.04	1664+8
field	GspStaticConfigInfo.bar1PdeBase	590.48.01	590.48.01	1680+8
field	GspStaticConfigInfo.bar1PdeBase	595.84	615.71.09	1504+8
field	GspStaticConfigInfo.bar2PdeBase	535.309.01	545.23.08	2096+8
field	GspStaticConfigInfo.bar2PdeBase	550.40.07	550.90.07	2112+8
field	GspStaticConfigInfo.bar2PdeBase	555.42.02	560.28.03	2128+8
field	GspStaticConfigInfo.bar2PdeBase	565.57.01	575.64.05	1544+8
field	GspStaticConfigInfo.bar2PdeBase	580.65.06	580.178.04	1672+8
field	GspStaticConfigInfo.bar2PdeBase	590.48.01	590.48.01	1688+8
field	GspStaticConfigInfo.bar2PdeBase	595.84	615.71.09	1512+8
field	GspStaticConfigInfo.chipSubRev	535.309.01	610.57.04	ABSENT
field	GspStaticConfigInfo.chipSubRev	615.71.09	615.71.09	1601+1
field	GspStaticConfigInfo.computeBranding	535.309.01	545.23.08	1616+4
field	GspStaticConfigInfo.computeBranding	550.40.07	615.71.09	ABSENT
field	GspStaticConfigInfo.displaylessMaxHeads	535.309.01	545.23.08	2120+8
field	GspStaticConfigInfo.displaylessMaxHeads	550.40.07	550.90.07	2136+8
field	GspStaticConfigInfo.displaylessMaxHeads	555.42.02	560.28.03	2152+8
field	GspStaticConfigInfo.displaylessMaxHeads	565.57.01	575.64.05	1568+8
field	GspStaticConfigInfo.displaylessMaxHeads	580.65.06	580.178.04	1696+8
field	GspStaticConfigInfo.displaylessMaxHeads	590.48.01	590.48.01	1712+8
field	GspStaticConfigInfo.displaylessMaxHeads	595.84	615.71.09	ABSENT
field	GspStaticConfigInfo.displaylessMaxHeads.maxNumHeads	535.309.01	545.23.08	2124+4
field	GspStaticConfigInfo.displaylessMaxHeads.maxNumHeads	550.40.07	550.90.07	2140+4
field	GspStaticConfigInfo.displaylessMaxHeads.maxNumHeads	555.42.02	560.28.03	2156+4
field	GspStaticConfigInfo.displaylessMaxHeads.maxNumHeads	565.57.01	575.64.05	1572+4
field	GspStaticConfigInfo.displaylessMaxHeads.maxNumHeads	580.65.06	580.178.04	1700+4
field	GspStaticConfigInfo.displaylessMaxHeads.maxNumHeads	590.48.01	590.48.01	1716+4
field	GspStaticConfigInfo.displaylessMaxHeads.maxNumHeads	595.84	615.71.09	ABSENT
field	GspStaticConfigInfo.displaylessMaxHeads.numHeads	535.309.01	545.23.08	2120+4
field	GspStaticConfigInfo.displaylessMaxHeads.numHeads	550.40.07	550.90.07	2136+4
field	GspStaticConfigInfo.displaylessMaxHeads.numHeads	555.42.02	560.28.03	2152+4
field	GspStaticConfigInfo.displaylessMaxHeads.numHeads	565.57.01	575.64.05	1568+4
field	GspStaticConfigInfo.displaylessMaxHeads.numHeads	580.65.06	580.178.04	1696+4
field	GspStaticConfigInfo.displaylessMaxHeads.numHeads	590.48.01	590.48.01	1712+4
field	GspStaticConfigInfo.displaylessMaxHeads.numHeads	595.84	615.71.09	ABSENT
field	GspStaticConfigInfo.displaylessMaxPixels	535.309.01	545.23.08	2144+8
field	GspStaticConfigInfo.displaylessMaxPixels	550.40.07	550.90.07	2160+8
field	GspStaticConfigInfo.displaylessMaxPixels	555.42.02	560.28.03	2176+8
