# ★ GENERATED by tools/derive_hwref.sh from ogkm 580.159.04 (b81d58e) with tools/hwref_spec.txt — regenerate, never edit.
# columns: dir<TAB>header<TAB>name<TAB>value — value is 0x<hex> (a value), <hi>:<lo> (a bit range, aperture
# or structure-bit range; decimal below 4096), mw:<hi>:<lo> (a multi-word field), off=0x<n> / size=0x<n> / absent
# (a struct member). Family resolution (which dir a family compiles against) lives in kf_chip::hwref.
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IMEMC_AINCW_FALSE	0x0
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IMEMC_AINCW_TRUE	0x1
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IMEMC_BLK	23:8
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IMEMC_OFFS	7:2
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IMEMC_SECURE	28:28
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IMEMD(0)	0x184
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IMEMD(1)	0x194
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IMEMD_DATA	31:0
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IMEMT(0)	0x188
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IMEMT(1)	0x198
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IMEMT_TAG	15:0
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQDEST	0x1c
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQMASK	0x18
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQMCLR	0x14
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQMSET	0x10
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQSCLR	0x4
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQSCLR_HALT	4:4
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQSCLR_HALT_SET	0x1
ampere/ga100	dev_falcon_v4.h	NV_PFALCON_FALCON_IRQSCLR_SWGEN0	6:6
